country,agent_name,fb_slug,page_id,facebook_url,active_ads,unis_found,status,search_url,ad_num,ad_text
Indonesia,Basya Pty Ltd _T/A RACC Education and Migration Services,raccaustraliamigrationagenteducationagent,,https://www.facebook.com/raccaustraliamigrationagenteducationagent,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=raccaustraliamigrationagenteducationagent,0,
Indonesia,Studyzone,studyzone.edu,,https://www.facebook.com/studyzone.edu,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=studyzone.edu,0,
Indonesia,Anton Gautama Trading as Alfalink,alfalink.studyoverseas,,https://www.facebook.com/alfalink.studyoverseas,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=alfalink.studyoverseas,0,
Indonesia,Education Republic,edurepublic,,https://www.facebook.com/edurepublic,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=edurepublic,0,
Indonesia,Expert Education - EEVS Thailand,experteducationau,,https://www.facebook.com/experteducationau,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=experteducationau,0,
Indonesia,Fortrust Education,FortrustId,,https://www.facebook.com/FortrustId,1,Macquarie University,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=FortrustId,1,"Kuliah di Macquarie University, Australia. Potongan beasiswa, top 1% dunia, Daftarkan lgsg Low impression count WHATSAPP Fortrust Education Services Send WhatsApp message System status Ad Library APIAbout ads and data usePrivacyTermsCookies Meta © 2026 | English (UK)"
Indonesia,IDP Education,IDPIndonesia,,https://www.facebook.com/IDPIndonesia,?,,no_snippets,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=IDPIndonesia,0,Loaded but no snippets extracted
Indonesia,DK Science & Learning,dksydney,,https://www.facebook.com/dksydney,1,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=dksydney,1,GRATIS! Study & Kerja di Australia 🇦🇺 🚨 GRATIS! LIMITED SEATS 🚨 Mau kuliah + kerja di Australia? Ini kesempatan kamu! 🇦🇺 Join Info Session Study & Kerja di Australia ✅ Beasiswa berbagai jurusan ✅ WHV Australia ✅ Free IELTS Simulation 📅 9 Mei 2026 📍 Karangasem 🔥 Seat terbatas — daftar sekarang sebelum penuh! Klik tombol di bawah & daftar via Whatsapp👇 INFO SESSION Study & Kerja di Australia (GRATIS
Indonesia,Study Square Indonesia,StudySquareEdu,,https://www.facebook.com/StudySquareEdu,?,,no_snippets,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=StudySquareEdu,0,Loaded but no snippets extracted
Indonesia,CV. MEDIA EDUCATION CONSULTANT T AS MEDIA,MediaEducationServices.2006,,https://www.facebook.com/MediaEducationServices.2006,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=ID&search_type=page&q=MediaEducationServices.2006,0,
