country,agent_name,fb_slug,page_id,facebook_url,active_ads,unis_found,status,search_url,ad_num,ad_text
Vietnam,"DEOW Co., Ltd - Ho Chi Minh City",studyabroadinformation,,https://www.facebook.com/studyabroadinformation,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=studyabroadinformation,0,
Vietnam,ISC Education Joint Stock Company,tuvanduhoc.isc,,https://www.facebook.com/tuvanduhoc.isc,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=tuvanduhoc.isc,0,
Vietnam,IDP Education,idpvietnam,,https://www.facebook.com/idpvietnam,58,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=idpvietnam,1,"🔥 IELTS LANGGO – KHẲNG ĐỊNH VỊ THẾ LUYỆN THI IELTS TOP ĐẦU Là Đối tác Kim Cương được IDP Việt Nam chứng nhận, LangGo tiên phong xây dựng môi trường học chuẩn quốc tế, cam kết đầu ra minh bạch và mang lại trải nghiệm học vượt trội cho hàng ngàn học viên toàn quốc. Tại Lễ trao giải IDP Partner Excellence Awards 2025, LangGo vinh dự được xướng tên trong danh sách đối tác xuất sắc – khẳng định chất lư"
Vietnam,IDP Education,idpvietnam,,https://www.facebook.com/idpvietnam,58,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=idpvietnam,2,"🎉 IDP DU HỌC HÈ 2026 KHỞI ĐỘNG! TRẢI NGHIỆM HỌC TẬP, KHÁM PHÁ, RÈN LUYỆN TẠI 3 QUỐC GIA HÀNG ĐẦU THẾ GIỚI! 💙 Hơn cả một chuyến đi, du học hè cùng IDP là hành trình giúp học sinh: ✨ Được học tập, nâng cao trình tiếng Anh và tư duy như người bản địa ✨ Rèn kỹ năng sống trong môi trường 100% quốc tế. ✨ Trải nghiệm học tập thực tế tại các trường Đại học danh tiếng. ✨ Kết bạn toàn cầu, khám phá văn hoá "
Vietnam,IDP Education,idpvietnam,,https://www.facebook.com/idpvietnam,58,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=idpvietnam,3,🔥 ĐỪNG ĐỂ MÙA HÈ TRÔI QUA KHI CHƯA CHẠM TAY ĐẾN BAND ĐIỂM MƠ ƯỚC 🚀​ ️🎉 Chờ đón sự kiện học thuật LỚN NHẤT MÙA HÈ 2026 để bứt phá IELTS và săn học bổng du học lên đến 100% cùng IDP 🎓​ 👉 Đăng ký tham gia Ngày hội IELTS tháng 05.2026 ngay: https://bit.ly/AdmDay-IELTSlink 🖥 Bạn đang chuẩn bị lên kế hoạch chinh phục IELTS vào mùa hè này nhưng vẫn còn nhiều băn khoăn về lộ trình và kỳ thi? Tham gia Ngày
Vietnam,IDP Education,idpvietnam,,https://www.facebook.com/idpvietnam,58,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=idpvietnam,4,🔥 ĐỪNG ĐỂ MÙA HÈ TRÔI QUA KHI CHƯA CHẠM TAY ĐẾN BAND ĐIỂM MƠ ƯỚC 🚀​ ️🎉 Chờ đón sự kiện học thuật LỚN NHẤT MÙA HÈ 2026 để bứt phá IELTS và săn học bổng du học lên đến 100% cùng IDP 🎓​ 👉 Đăng ký tham gia Ngày hội IELTS tháng 05.2026 ngay: https://bit.ly/AdmDay-IELTSlink 🖥 Bạn đang chuẩn bị lên kế hoạch chinh phục IELTS vào mùa hè này nhưng vẫn còn nhiều băn khoăn về lộ trình và kỳ thi? Tham gia Ngày
Vietnam,IDP Education,idpvietnam,,https://www.facebook.com/idpvietnam,58,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=idpvietnam,5,"️🎉 Ngày hội IELTS quy mô nhất năm với những đặc quyền chưa từng có. Đây là cơ hội duy nhất trong năm để bạn sở hữu trọn bộ bí kíp bứt phá band điểm và vô vàn quà tặng cực hấp dẫn. ⏳ Lưu ý: Số lượng tham dự có hạn, ưu đãi giảm lệ phí chỉ dành cho những sĩ tử nhanh tay nhất. 🔗 Đăng ký tham gia IELTS Booster Day hoàn toàn MIỄN PHÍ: https://bit.ly/IEBoosterDay2026-adpost 🏃‍♂️ IDP IELTS Booster Day man"
Vietnam,IDP Education,idpvietnam,,https://www.facebook.com/idpvietnam,58,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=idpvietnam,6,🔥 ĐỪNG ĐỂ MÙA HÈ TRÔI QUA KHI CHƯA CHẠM TAY ĐẾN BAND ĐIỂM MƠ ƯỚC 🚀​ ️🎉 Chờ đón sự kiện học thuật LỚN NHẤT MÙA HÈ 2026 để bứt phá IELTS và săn học bổng du học lên đến 100% cùng IDP 🎓​ 👉 Đăng ký tham gia Ngày hội IELTS tháng 05.2026 ngay: https://bit.ly/AdmDay-IELTSlink 🖥 Bạn đang chuẩn bị lên kế hoạch chinh phục IELTS vào mùa hè này nhưng vẫn còn nhiều băn khoăn về lộ trình và kỳ thi? Tham gia Ngày
Vietnam,IDP Education,idpvietnam,,https://www.facebook.com/idpvietnam,58,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=idpvietnam,7,"️🎉 Ngày hội IELTS quy mô nhất năm với những đặc quyền chưa từng có. Đây là cơ hội duy nhất trong năm để bạn sở hữu trọn bộ bí kíp bứt phá band điểm và vô vàn quà tặng cực hấp dẫn. ⏳ Lưu ý: Số lượng tham dự có hạn, ưu đãi giảm lệ phí chỉ dành cho những sĩ tử nhanh tay nhất. 🔗 Đăng ký tham gia IELTS Booster Day hoàn toàn MIỄN PHÍ: https://bit.ly/IEBoosterDay2026-adpost 🏃‍♂️ IDP IELTS Booster Day man"
Vietnam,IDP Education,idpvietnam,,https://www.facebook.com/idpvietnam,58,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=VN&search_type=page&q=idpvietnam,8,🔥 ĐỪNG ĐỂ MÙA HÈ TRÔI QUA KHI CHƯA CHẠM TAY ĐẾN BAND ĐIỂM MƠ ƯỚC 🚀​ ️🎉 Chờ đón sự kiện học thuật LỚN NHẤT MÙA HÈ 2026 để bứt phá IELTS và săn học bổng du học lên đến 100% cùng IDP 🎓​ 👉 Đăng ký tham gia Ngày hội IELTS tháng 05.2026 ngay: https://bit.ly/AdmDay-IELTSlink 🖥 Bạn đang chuẩn bị lên kế hoạch chinh phục IELTS vào mùa hè này nhưng vẫn còn nhiều băn khoăn về lộ trình và kỳ thi? Tham gia Ngày
