country,agent_name,fb_slug,page_id,facebook_url,active_ads,unis_found,status,search_url,ad_num,ad_text
Nepal,StudyNet,StudyNet.au,,https://www.facebook.com/StudyNet.au,1,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=StudyNet.au,1,"At our engagement party, my fiancé abandoned me to watch fireworks with his mistress. He even lied to me about an emergency surgery. I stayed behind alone, apologizing to every guest, while he kissed her under the fireworks. By the time I dragged myself home, I knew our five years of love was nothing but a lie. I thought I'd never see him again. But then, in a Berlin hospital hallway, I looked up…"
Nepal,Idyllic Education Consultants (Kathmandu),idyllicec,,https://www.facebook.com/idyllicec,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=idyllicec,0,
Nepal,Global Consulting and Business Services,globalconsultsydney,,https://www.facebook.com/globalconsultsydney,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=globalconsultsydney,0,
Nepal,Motif Education Abroad,motifeducation,,https://www.facebook.com/motifeducation,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=motifeducation,0,
Nepal,Aus Studies Consultants Global,ausstudies,,https://www.facebook.com/ausstudies,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=ausstudies,0,
Nepal,Global Select Education and Migration Services,globalselectaustralia,,https://www.facebook.com/globalselectaustralia,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=globalselectaustralia,0,
Nepal,VEVS - Value Education and Visa Services - Nepal,vevsglobal,,https://www.facebook.com/vevsglobal,?,,no_snippets,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=vevsglobal,0,Loaded but no snippets extracted
Nepal,Planet Education,PLANETEDUCATIONINDIA,,https://www.facebook.com/PLANETEDUCATIONINDIA,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=PLANETEDUCATIONINDIA,0,
Nepal,Sig ( Storm International Group) - Nepal,SIGoverseasindia,,https://www.facebook.com/SIGoverseasindia,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=SIGoverseasindia,0,
Nepal,KBA Global Education & Migration - Nepal,Kbaglobal,,https://www.facebook.com/Kbaglobal,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=Kbaglobal,0,
Nepal,Global Opportunities,GlobalOpportunitie,,https://www.facebook.com/GlobalOpportunitie,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=GlobalOpportunitie,0,
Nepal,PAC Asia,mapmystudy.global,,https://www.facebook.com/mapmystudy.global,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=mapmystudy.global,0,
Nepal,IDP Education,IDPstudyabroad.nepal,,https://www.facebook.com/IDPstudyabroad.nepal,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=IDPstudyabroad.nepal,0,
Nepal,Unicampus Education Network,unicampusnepal,,https://www.facebook.com/unicampusnepal,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=unicampusnepal,0,
Nepal,Education Park,educationparknepal,,https://facebook.com/educationparknepal,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=educationparknepal,0,
Nepal,Global Select education and Migration Services,Globalselectnepal,,https://www.facebook.com/Globalselectnepal,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=Globalselectnepal,0,
Nepal,Education Connect,educationconnect.dhaka,,https://www.facebook.com/educationconnect.dhaka,0,,no_results,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=educationconnect.dhaka,0,
Nepal,STUDENT WORLD PTY,StudentWorldAustralia,,https://www.facebook.com/StudentWorldAustralia,22,Macquarie University,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=StudentWorldAustralia,1,"🇦🇺 Australia 2026 isn’t closed — it’s competitive. Visa rules have changed. Genuine Student requirements are stricter. Course selection matters more than ever. But Australia still offers world-class education, global exposure, part-time work rights, and strong post-study opportunities — if you apply strategically. 🎓 Bachelor’s or Master’s 💼 Career-focused pathways 📑 Strong documentation & smart pl"
Nepal,STUDENT WORLD PTY,StudentWorldAustralia,,https://www.facebook.com/StudentWorldAustralia,22,Macquarie University,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=StudentWorldAustralia,2,Drive engineering innovation. Study Mechanical Engineering at UniSC and build real-world skills. 0:00 / 0:33 EXPLORE.USC.EDU.AU Graduate Industry Ready 2026 Scholarships Available Library ID: 2084074275707868 Started running on 1 Apr 2026 Platforms EU transparency International Mining and Resources Conference
Nepal,STUDENT WORLD PTY,StudentWorldAustralia,,https://www.facebook.com/StudentWorldAustralia,22,Macquarie University,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=NP&search_type=page&q=StudentWorldAustralia,3,"Don't miss the 2026 International Mining and Resources Conference - take advantage of our early bird rates! Join the conversations that will move the sector forward - hear from 500+ industry experts, meet 500+ local and international exhibitors, see the latest in innovative technology and network with global attendees. 0:00 / 1:52 IMARCGLOBAL.COM IMARC 2026 - Register Today Library ID: 14945536956"
