country,agent_name,fb_slug,page_id,facebook_url,active_ads,unis_found,status,search_url,ad_num,ad_text
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,1,"Six months ago, Mohammed was just another grad student with a half-finished draft. Now he’s presenting his third published study at an international conference—fellow researchers stopping by his poster in awe. Want that same leap? 0:00 / 13:01 Get Published with Our Help Library ID: 1390318329454018 Started running on 23 Jan 2026 Platforms EU transparency World Academy- WARD"
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,2,"World Academy is a Professional Education & Certification Institute. We're launching a range of certified professional programs from HR to Project Management, all via Zoom. Flexible schedules with both GMT & EAT time options. Explore programs & secure your spot: www.worldacademy.uk 0:00 / 1:31 INSTAGRAM.COM Graduation Ceremony #Uganda by World Academy Celebrating achievement and new beginnings wit"
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,3,साल 2026 के टॉप 10 ड्रामा 0:00 / 0:00 PLAY.GOOGLE.COM अब देखिए Install now Library ID: 4045688669078446 Started running on 27 Aug 2025 Platforms This ad is not active for some audiences because it did not meet certain requirements. EU transparency VideoExpress.ai
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,4,"✨ No cameras, no crew: Turn your just your imagination to animated music videos, short films, and more. ✨ Featured Creation: This delightful children’s educational video was created using AI by our talented customer @Kael Sayne Meta Group Member. 👉 See All Features Here: https://videoexpress.ai/fbdeal/ Here’s what you can do with VideoExpress 2.0: 🔥 Text-to-Video Generator Type your thoughts and i"
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,5,"Teaching is challenging—professional learning works best when educators grow together. Join ISTE+ASCD through a group digital membership and connect your school or organization to a global community of educators. Access trusted tools and meaningful learning experiences designed to help teams transform learning, all year long. ISTE-ASCD.ORG Learn, Connect, Lead The ISTE and ASCD merger brings toget"
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,6,"A simple, short and impressive story of a young man who went through many events to reach a life of freedom. 0:00 / 0:00 Library ID: 25739147255747517 Started running on 2 Feb 2026 Platforms EU transparency ISTE"
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,7,"Designed for educators and leaders worldwide, ISTE+ASCD group digital membership helps schools and organizations stay connected, informed, and inspired as part of a global community—wherever learning happens. ISTE-ASCD.ORG Global Access + Professional Growth The ISTE and ASCD merger brings together two powerful voices in education to design the future of learning. Library ID: 1550221386198817 Star"
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,8,"Teaching is challenging—professional learning works best when educators grow together. Join ISTE+ASCD through a group digital membership and connect your school or organization to a global community of educators. Access trusted tools and meaningful learning experiences designed to help teams transform learning, all year long. ISTE-ASCD.ORG Learn, Connect, Lead The ISTE and ASCD merger brings toget"
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,9,"Designed for educators and leaders worldwide, ISTE+ASCD group digital membership helps schools and organizations stay connected, informed, and inspired as part of a global community—wherever learning happens. ISTE-ASCD.ORG Global Access + Professional Growth The ISTE and ASCD merger brings together two powerful voices in education to design the future of learning. Library ID: 26488252590824950 Sta"
Cambodia,Insight Education Consulting - Phnom Penh,OneEducationGroup,,https://www.facebook.com/OneEducationGroup,220,,ok,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=KH&search_type=page&q=OneEducationGroup,10,पूरा ड्रामा ऐप में उपलब्ध है! कोई रजिस्ट्रेशन नहीं। कोई सब्सक्रिप्शन नहीं। बिल्कुल मुफ्त! 🎬📱 0:00 / 0:00 Library ID: 4367917273527568 Started running on 2 Feb 2026 Platforms EU transparency ISTE
